adjective_ratio,adverbs,content_words,flesch,function_words,sentences_per_paragraph,syllables_per_content_word,words_per_sentence,noun_ratio,paragraphs,sentences,words,pronoun_ratio,verbs,logic_operators,and_ratio,if_ratio,or_ratio,negation_ratio,cw_freq,cw_freq_brwac,cw_freq_bra,min_cw_freq,min_cw_freq_brwac,min_freq_brwac,min_cw_freq_bra,min_freq_bra,freq_brwac,freq_bra,hypernyms_verbs,brunet,honore,personal_pronouns,ttr,conn_ratio,add_neg_conn_ratio,add_pos_conn_ratio,cau_neg_conn_ratio,cau_pos_conn_ratio,log_neg_conn_ratio,log_pos_conn_ratio,tmp_neg_conn_ratio,tmp_pos_conn_ratio,adjectives_ambiguity,adverbs_ambiguity,nouns_ambiguity,verbs_ambiguity,yngve,frazier,dep_distance,cross_entropy,content_density,adjacent_refs,anaphoric_refs,adj_arg_ovl,arg_ovl,adj_stem_ovl,stem_ovl,adj_cw_ovl,lsa_adj_mean,lsa_adj_std,lsa_all_mean,lsa_all_std,lsa_paragraph_mean,lsa_paragraph_std,lsa_givenness_mean,lsa_givenness_std,lsa_span_mean,lsa_span_std,negative_words,positive_words,ratio_function_to_content_words,grade,index_text
0.08602,0.02151,0.62366,87.83836,0.37634,1.0,2.10345,7.15385,0.3871,13,13,93,0.11828,0.12903,0.03226,0.03226,0.0,0.0,0.0,177497.62069,3.63488,3.95602,2391.23077,1.41108,1.41108,1.65823,1.65823,4.7774,4.9279,0.22222,9.9763,631.98663,0.06452,0.65591,0.10753,0.01075,0.04301,0.0,0.06452,0.0,0.05376,0.0,0.0,1.6,6.0,3.28571,12.8,1.47742,5.26923,10.38462,1.0968,1.65714,0.25,0.66667,0.5,0.28205,0.66667,0.32051,0.58333,0.74108,0.09754,0.67617,0.0,0.74108,0.09754,0.78282,0.06975,0.82812,0.08319,0.06897,0.48276,0.60345,"[3, 3, 4, 3]",91
0.05963,0.1055,0.57339,68.71026,0.42661,1.4,2.488,10.38095,0.20183,15,21,218,0.13761,0.20642,0.09174,0.08257,0.0,0.00459,0.00459,389063.92,4.78104,4.67808,18416.33333,2.56305,1.90581,2.46862,1.7859,5.39747,5.33254,0.3,11.80163,660.61396,0.0863,0.62395,0.19725,0.00917,0.1055,0.00459,0.05963,0.01376,0.06422,0.00459,0.04587,4.36364,3.95,1.72222,12.45,1.74959,6.35714,19.85714,0.70503,1.34409,1.0,3.45,0.8,0.36667,1.15,0.62381,0.95,0.75934,0.12023,0.72452,0.0932,0.86024,0.07266,0.82937,0.07821,0.88774,0.07451,0.272,0.496,0.744,"[3, 1, 5, 3]",92
0.075,0.125,0.63333,85.7,0.36667,1.0,2.10526,10.0,0.14167,12,12,120,0.2,0.29167,0.025,0.00833,0.0,0.0,0.01667,285459.34211,4.51993,4.37395,1770.0,2.17992,2.03608,1.94083,1.94083,5.09002,4.98177,0.34483,10.57645,659.91405,0.14095,0.61905,0.05,0.0,0.00833,0.0,0.01667,0.0,0.00833,0.0,0.025,2.8,2.53333,1.86667,11.71429,1.34634,6.29167,17.25,0.78563,1.72727,0.09091,0.36364,1.90909,1.60606,1.09091,0.60606,0.81818,0.78816,0.13324,0.71677,0.0,0.78816,0.13324,0.81176,0.13492,0.84399,0.14528,0.25,0.32895,0.57895,"[4, 3, 4, 3]",93
0.0625,0.10156,0.60156,86.83617,0.39844,1.0,2.14286,8.53333,0.23438,15,15,128,0.07031,0.20312,0.08594,0.03906,0.0,0.01562,0.03125,350375.23377,4.36829,4.40864,1969.73333,2.0072,2.0072,2.33547,2.33547,5.32464,5.33248,0.25,10.43335,719.96341,0.02759,0.70276,0.125,0.02344,0.03906,0.0,0.04688,0.0,0.03906,0.0,0.01562,4.75,1.72727,3.38462,8.52381,1.47609,6.16667,13.06667,0.75918,1.5098,0.28571,1.0,0.35714,0.1619,0.28571,0.24762,0.21429,0.76092,0.11205,0.75829,0.0,0.76092,0.11205,0.84888,0.07919,0.87238,0.07123,0.23377,0.37662,0.66234,"[3, 1, 5, 3]",94
0.01923,0.01923,0.5,81.00977,0.5,1.0,2.32051,10.4,0.22436,15,15,156,0.17308,0.23718,0.10256,0.09615,0.00641,0.0,0.0,157240.48718,4.70658,4.62681,7271.78571,3.00971,3.1244,3.20407,3.31147,5.70207,5.68597,0.39394,12.10424,544.4999,0.05526,0.51404,0.16026,0.0,0.09615,0.0,0.05128,0.0,0.05769,0.0,0.01282,1.33333,5.0,2.22857,10.23529,1.30206,5.9,16.66667,0.70111,1.0,1.14286,5.57143,1.07143,0.66667,1.07143,0.38095,1.0,0.78882,0.14991,0.7595,0.0,0.78882,0.14991,0.85091,0.06912,0.90084,0.04995,0.15385,0.39744,1.0,"[3, 3, 4, 3]",95
0.01923,0.01923,0.5,80.25577,0.5,1.0,2.32051,11.14286,0.22436,14,14,156,0.17308,0.23718,0.10256,0.09615,0.00641,0.0,0.0,155111.17949,4.63983,4.55723,7506.46154,2.70762,2.85207,2.90646,3.04279,5.6687,5.65118,0.39394,12.03582,571.77891,0.05526,0.51596,0.16026,0.0,0.09615,0.0,0.05128,0.0,0.05769,0.0,0.01282,1.0,5.0,2.22857,10.23529,1.40322,6.14286,18.21429,0.71051,1.0,1.46154,6.38462,1.23077,0.75824,1.15385,0.42857,1.07692,0.79091,0.15519,0.76596,0.0,0.79091,0.15519,0.85476,0.06873,0.90385,0.03866,0.15385,0.38462,1.0,"[3, 3, 4, 3]",96
0.0369,0.05535,0.5203,84.71935,0.4797,1.2,2.12766,11.29167,0.18081,20,24,271,0.23247,0.24723,0.03321,0.02214,0.0,0.0,0.01107,311364.51064,4.59669,4.57922,37512.875,3.01525,2.46696,3.16813,2.89825,5.32592,5.36548,0.31034,12.99111,543.84019,0.09738,0.5757,0.07011,0.00738,0.02214,0.0,0.03321,0.0,0.02952,0.0,0.01107,3.9,2.0,1.8913,9.73333,1.52834,7.16667,19.79167,0.80857,1.08462,1.04348,4.56522,1.26087,1.00362,1.13043,0.61232,1.04348,0.7737,0.17322,0.75575,0.18039,0.86104,0.04689,0.85543,0.10918,0.91025,0.06779,0.16312,0.22695,0.92199,"[3, 3, 4, 3]",97
0.0,0.07692,0.57143,75.88653,0.42857,1.0,2.42308,8.27273,0.23077,11,11,91,0.15385,0.26374,0.04396,0.02198,0.0,0.0,0.02198,905898.15385,4.46471,4.38238,2567.54545,2.86173,2.83655,2.70382,2.70382,5.37498,5.3737,0.45455,10.05739,541.06858,0.04396,0.63736,0.13187,0.0,0.04396,0.0,0.05495,0.0,0.03297,0.0,0.05495,0.0,1.33333,1.9375,9.66667,1.14557,5.5,14.36364,0.7525,1.33333,0.5,1.3,0.2,0.2,0.3,0.27273,0.3,0.70496,0.14902,0.67851,0.0,0.70496,0.14902,0.79044,0.15004,0.83564,0.1149,0.05769,0.32692,0.75,"[3, 3, 4, 3]",98
0.01342,0.0604,0.50336,92.88245,0.49664,1.13333,2.18667,8.76471,0.24161,15,17,149,0.14765,0.18792,0.08725,0.06711,0.00671,0.0,0.00671,329524.04,4.24501,4.28139,33514.23529,2.86206,2.11271,2.966,2.35171,5.3064,5.3382,0.28571,10.96738,675.24002,0.074,0.663,0.15436,0.0,0.06711,0.0,0.0604,0.0,0.04698,0.0,0.02685,1.0,3.66667,1.58065,11.27273,1.41708,5.76471,13.11765,0.81865,1.01351,0.25,1.8125,0.4375,0.26471,0.375,0.22059,0.25,0.69595,0.14982,0.64938,0.0414,0.76855,0.08028,0.77672,0.13982,0.83803,0.12686,0.18667,0.28,0.98667,"[3, 2, 4, 3]",99
0.07407,0.01235,0.60494,81.56091,0.39506,1.0,2.30612,7.36364,0.32099,11,11,81,0.07407,0.19753,0.1358,0.1358,0.0,0.0,0.0,66762.16327,3.68043,4.07502,9717.27273,1.80909,1.80909,2.69136,2.69136,4.96904,5.203,0.58333,10.01904,734.0327,0.02469,0.61728,0.14815,0.0,0.14815,0.0,0.0,0.0,0.0,0.0,0.0,2.8,5.0,1.42857,8.4375,1.24284,5.27273,13.90909,0.90512,1.53125,0.4,1.4,0.6,0.21818,1.1,0.50909,0.7,0.67876,0.12589,0.65895,0.0,0.67876,0.12589,0.76879,0.06051,0.8398,0.07669,0.32653,0.42857,0.65306,"[3, 2, 4, 2]",100
0.03472,0.04861,0.45833,73.33,0.54167,1.0,2.57576,12.0,0.17361,12,12,144,0.20139,0.20139,0.10417,0.06944,0.03472,0.0,0.0,286152.4697,4.57235,4.44955,1100.41667,1.7655,1.7655,1.62417,1.62417,5.6566,5.60241,0.34615,11.50708,591.5512,0.10156,0.59178,0.16667,0.0,0.11111,0.0,0.09028,0.0,0.09028,0.0,0.0,5.5,5.4,2.0,6.6,1.5395,6.16667,22.0,0.73313,0.84615,0.72727,3.72727,1.18182,0.62121,1.09091,0.81818,1.09091,0.75795,0.22547,0.68403,0.0,0.75795,0.22547,0.80295,0.23618,0.8224,0.24184,0.40909,0.71212,1.18182,"[3, 1, 4, 3]",101
0.01852,0.05556,0.52469,95.98587,0.47531,1.91667,2.10588,7.04348,0.17901,12,23,162,0.22222,0.2716,0.06173,0.06173,0.0,0.0,0.0,248512.54118,4.72886,4.53494,29625.27273,3.69332,3.72265,3.54005,3.54983,5.59272,5.42719,0.2619,11.57792,713.84331,0.12381,0.61952,0.09877,0.00617,0.08025,0.0,0.02469,0.0,0.02469,0.00617,0.01852,6.66667,2.77778,1.60714,11.12195,1.44565,6.36957,12.26087,1.02699,1.1039,0.04545,1.13636,0.31818,0.42292,0.09091,0.20949,0.09091,0.54854,0.24403,0.55607,0.24476,0.78548,0.19061,0.71878,0.2362,0.78629,0.24944,0.24706,0.28235,0.90588,"[3, 3, 4, 3]",102
0.05645,0.05645,0.66129,94.61646,0.33871,1.0,1.88415,10.78261,0.27419,23,23,248,0.1129,0.27419,0.05645,0.04839,0.0,0.0,0.00806,206485.76829,4.15023,4.34997,1716.56522,1.58743,1.47004,2.1143,2.1143,4.94135,5.10694,0.27586,11.5011,723.54083,0.01389,0.6994,0.10887,0.0121,0.06452,0.00806,0.03226,0.00806,0.03226,0.0,0.0121,1.66667,2.25,2.57143,12.67213,1.57126,5.95652,16.65217,0.83418,1.95238,0.40909,0.81818,0.59091,0.19368,1.40909,0.71937,1.27273,0.76272,0.12916,0.70256,0.0,0.76272,0.12916,0.82349,0.12265,0.86953,0.13005,0.14024,0.27439,0.5122,"[3, 3, 4, 3]",103
0.0404,0.05051,0.57576,71.90538,0.42424,1.0,2.52632,7.61538,0.22222,13,13,99,0.16162,0.26263,0.05051,0.0303,0.0,0.0,0.0101,687347.89474,4.15965,3.94875,27597.53846,2.64685,2.64685,2.40454,2.40454,5.18338,5.11956,0.69565,9.6201,856.94923,0.0202,0.73737,0.09091,0.0,0.05051,0.0,0.0404,0.0,0.0202,0.0,0.0202,0.5,0.75,1.47059,10.09091,1.29663,6.0,11.61538,0.81328,1.35714,0.08333,0.41667,0.0,0.03846,0.16667,0.19231,0.0,0.68174,0.16382,0.58856,0.0,0.68174,0.16382,0.73531,0.17688,0.77397,0.18019,0.24561,0.38596,0.73684,"[3, 3, 4, 3]",104
0.01389,0.0625,0.61806,65.32,0.38194,1.14286,2.61798,6.0,0.31944,21,24,144,0.11806,0.22222,0.0625,0.04167,0.0,0.0,0.01389,965849.22472,4.16545,4.35948,11600.41667,3.03775,3.01333,3.23633,3.23633,5.12982,5.29396,0.25806,10.64745,647.50875,0.02022,0.68156,0.09028,0.00694,0.05556,0.0,0.02778,0.0,0.02083,0.0,0.01389,6.0,1.5,1.87179,12.29167,1.32122,5.375,7.16667,0.77681,1.61818,0.0,0.43478,0.04348,0.10145,0.08696,0.1413,0.08696,0.57018,0.20129,0.5555,0.03135,0.58673,0.22911,0.71591,0.19965,0.83015,0.136,0.1236,0.39326,0.61798,"[4, 3, 5, 5]",105
0.05634,0.03521,0.67606,64.09719,0.32394,1.14286,2.55208,5.91667,0.3662,21,24,142,0.08451,0.21831,0.05634,0.04225,0.0,0.0,0.01408,893391.78125,3.33721,3.83814,6904.70833,1.71113,1.71113,2.27738,2.27738,4.47752,4.81311,0.28,10.44306,714.8672,0.02674,0.69977,0.07042,0.00704,0.0493,0.0,0.00704,0.0,0.01408,0.0,0.01408,6.0,0.66667,1.8,12.15789,1.35083,5.5625,7.29167,0.88004,2.08696,0.0,0.34783,0.04348,0.07246,0.08696,0.11232,0.08696,0.49887,0.18116,0.49628,0.12463,0.53306,0.21282,0.66826,0.18964,0.7981,0.1437,0.125,0.32292,0.47917,"[3, 3, 4, 3]",106
0.01408,0.05634,0.53521,101.01138,0.46479,1.0,1.98684,8.875,0.23239,16,16,142,0.19718,0.23239,0.09859,0.06338,0.01408,0.0,0.02113,652240.06579,4.42184,4.23667,4376.4375,2.6265,2.6265,2.29581,2.29581,5.39409,5.28437,0.31034,11.30666,545.24638,0.07372,0.58512,0.10563,0.00704,0.06338,0.0,0.02817,0.0,0.02817,0.0,0.00704,4.5,1.71429,2.22222,16.14815,1.54253,6.46875,14.5,0.92786,1.15152,0.6,1.8,0.53333,0.45833,0.33333,0.575,0.2,0.68232,0.28331,0.67096,0.0,0.68232,0.28331,0.79225,0.2208,0.83502,0.19673,0.25,0.23684,0.86842,"[3, 3, 4, 3]",107
0.08586,0.0202,0.58081,93.38711,0.41919,1.0,2.0,7.92,0.34343,25,25,198,0.18182,0.13131,0.06061,0.05556,0.00505,0.0,0.0,717989.52174,1.20447,1.68815,0.6,0.07204,0.07204,0.11128,0.11128,3.45661,3.69983,0.0,12.06399,648.47017,0.10798,0.60929,0.10101,0.0,0.05556,0.0,0.04545,0.0,0.02525,0.0,0.0,1.0,0.0,1.66667,9.0,1.46739,5.38,11.2,1.23196,1.38554,0.16667,0.75,0.45833,0.45333,0.29167,0.28333,0.29167,0.59057,0.20454,0.55299,0.0,0.59057,0.20454,0.71473,0.18546,0.82656,0.19494,0.0087,0.21739,0.72174,"[2, 3, 3, 3]",108
0.0363,0.033,0.59406,86.50441,0.40594,1.25926,2.10556,8.91176,0.30033,27,34,303,0.12211,0.22442,0.0495,0.0429,0.0,0.0,0.0066,603041.79444,4.04591,4.34429,20191.20588,2.12535,2.11279,2.50079,2.49909,5.16644,5.33497,0.49153,12.56829,766.49006,0.06505,0.62343,0.12211,0.0,0.0462,0.0033,0.05281,0.0033,0.0429,0.0,0.0198,6.75,3.4,1.72368,12.5,1.3883,5.73529,15.97059,0.96984,1.46341,0.33333,1.66667,0.42424,0.44563,0.48485,0.48307,0.36364,0.60288,0.26461,0.60969,0.21996,0.76956,0.13829,0.76053,0.241,0.86988,0.17816,0.11667,0.43333,0.68333,"[3, 3, 4, 3]",109
0.02941,0.01961,0.54902,90.01729,0.45098,1.0,2.08929,10.2,0.28431,10,10,102,0.08824,0.21569,0.08824,0.07843,0.0,0.0,0.0098,175610.625,3.37284,3.42454,493.6,1.1019,1.1019,1.4687,1.4687,4.9674,4.95531,0.66667,10.20239,725.32784,0.07,0.64,0.14706,0.0,0.07843,0.0,0.05882,0.0,0.05882,0.0,0.0098,0.0,1.5,1.88235,11.47059,1.49877,5.75,19.2,0.89061,1.21739,0.44444,2.11111,0.44444,0.26667,0.22222,0.17778,0.22222,0.67218,0.13158,0.66375,0.0,0.67218,0.13158,0.76198,0.13816,0.78723,0.14901,0.14286,0.16071,0.82143,"[3, 3, 3, 3]",110
0.01389,0.07639,0.58333,84.15386,0.41667,1.04762,2.25,6.54545,0.25694,21,22,144,0.13889,0.23611,0.11111,0.0625,0.0,0.0,0.04167,446370.42857,3.50265,3.56706,2507.36364,1.67855,1.4935,1.78227,1.78227,4.76491,4.79025,0.44444,10.69403,873.15574,0.08689,0.672,0.11806,0.0,0.0625,0.0,0.04167,0.0,0.04167,0.0,0.01389,10.0,2.54545,2.0,12.0,1.33106,5.88636,9.04545,1.00581,1.4,0.0,0.04762,0.2381,0.23377,0.09524,0.17316,0.09524,0.66994,0.12848,0.60525,0.0,0.6717,0.13463,0.75292,0.13063,0.82763,0.11933,0.2381,0.11905,0.71429,"[2, 2, 4, 2]",111
0.05285,0.08537,0.60569,94.42204,0.39431,1.0,2.02685,11.18182,0.28049,22,22,246,0.15041,0.18699,0.0813,0.06098,0.0,0.0,0.02033,838843.5302,3.77877,4.32654,1280.52381,0.90062,0.92314,1.38448,1.56914,4.91718,5.24667,0.28125,12.33872,749.59047,0.07279,0.59,0.13821,0.01626,0.06911,0.0,0.04878,0.0,0.04472,0.0,0.01626,3.18182,3.0,1.68627,14.2,1.41989,5.75,21.59091,1.07112,1.53608,0.04762,0.14286,1.52381,1.04329,1.14286,0.70996,1.04762,0.80594,0.13157,0.75435,0.0,0.80594,0.13157,0.84714,0.1353,0.89198,0.14073,0.20134,0.25503,0.65101,"[3, 2, 4, 3]",112
0.03636,0.06818,0.55455,80.25227,0.44545,1.04762,2.32787,10.0,0.19091,21,22,220,0.07727,0.25909,0.02273,0.01818,0.0,0.0,0.00455,228499.61475,4.54241,4.34512,1490.18182,2.38759,2.38759,2.00355,2.00355,5.45553,5.3809,0.14815,11.64439,642.80436,0.03488,0.71099,0.15,0.01364,0.02273,0.0,0.06818,0.00455,0.04545,0.00455,0.04545,1.14286,2.38462,2.11429,14.37255,1.56741,6.40909,16.68182,0.74701,1.2449,0.09524,0.52381,0.33333,0.18182,0.66667,0.44589,0.38095,0.79091,0.15246,0.77338,0.0,0.81513,0.11808,0.86322,0.11173,0.90024,0.10323,0.14754,0.15574,0.80328,"[3, 1, 4, 3]",113
0.04959,0.04132,0.6281,64.02051,0.3719,1.0,2.57895,7.11765,0.27273,17,17,121,0.14876,0.26446,0.04132,0.03306,0.0,0.0,0.00826,195825.26316,3.37192,3.50921,1156.47059,1.22994,1.22994,1.65759,1.65759,4.5445,4.63654,0.42105,10.25012,757.3765,0.05545,0.67909,0.1157,0.0,0.03306,0.0,0.05785,0.0,0.07438,0.0,0.02479,4.83333,2.8,1.66667,9.82609,1.60612,4.94118,9.64706,0.85993,1.68889,0.0625,0.3125,0.4375,0.27941,0.3125,0.14706,0.1875,0.73537,0.13809,0.68729,0.0,0.73537,0.13809,0.78701,0.15305,0.82491,0.16531,0.19737,0.88158,0.59211,"[3, 3, 4, 3]",115
0.00599,0.0479,0.75449,97.43174,0.24551,1.0,1.84127,6.42308,0.60479,26,26,167,0.07784,0.09581,0.04192,0.02395,0.0,0.0,0.01796,1775584.19841,3.29973,5.08582,3292.15385,2.04973,2.04973,3.39858,3.38481,4.14136,5.47299,0.0,12.1747,552.09409,0.09103,0.52618,0.09581,0.0,0.05988,0.0,0.01198,0.0,0.02395,0.0,0.02395,1.0,3.5,0.7907,9.25,1.28495,4.92308,11.88462,1.6979,3.07317,0.52,1.8,0.68,0.49538,0.64,0.44923,0.52,0.7238,0.17041,0.69971,0.0,0.7238,0.17041,0.80517,0.1552,0.88079,0.14873,0.0,0.0,0.3254,"[3, 3, 4, 3]",116
0.0,0.08491,0.76415,88.33841,0.23585,1.05556,1.98765,5.57895,0.58491,18,19,106,0.07547,0.09434,0.03774,0.0,0.0,0.0,0.0283,1244059.54321,3.20516,4.96847,5279.78947,1.67658,1.67658,3.11768,3.11768,3.96165,5.28301,0.0,10.34028,668.35094,0.03429,0.63714,0.11321,0.0,0.03774,0.0,0.03774,0.0,0.0283,0.0,0.04717,0.0,2.77778,0.91837,12.125,1.52774,5.02632,9.89474,1.56402,3.24,0.0,0.0,0.22222,0.23392,0.33333,0.33918,0.33333,0.71662,0.13473,0.67139,0.0,0.7264,0.1366,0.78844,0.13525,0.84865,0.15225,0.0,0.0,0.30864,"[4, 2, 4, 3]",117
0.03043,0.04783,0.59565,98.29345,0.40435,1.25806,2.0073,5.89744,0.2913,31,39,230,0.16957,0.22609,0.02609,0.01739,0.0,0.0,0.00435,159014.63504,4.2952,4.30246,17083.22222,2.67922,2.52672,2.81408,2.91328,5.04091,5.06422,0.5,11.96573,582.89453,0.06863,0.61565,0.07826,0.0,0.02174,0.0,0.04348,0.0,0.03478,0.0,0.01304,2.85714,1.8,1.65217,11.83333,1.30167,5.87179,7.97436,1.0803,1.47312,0.05263,0.21053,0.28947,0.22942,0.36842,0.23347,0.28947,0.64416,0.16785,0.61981,0.11074,0.73441,0.11316,0.76295,0.12161,0.88227,0.10627,0.17518,0.36496,0.67883,"[3, 2, 4, 3]",118
0.04369,0.03398,0.50485,81.99872,0.49515,1.0,2.20192,9.80952,0.21359,21,21,206,0.18447,0.21359,0.0534,0.04854,0.00485,0.0,0.0,193249.73077,4.3285,4.3326,2817.85714,2.29438,2.29438,2.33129,2.33129,5.417,5.40249,0.26829,12.08584,642.74089,0.08729,0.57766,0.17476,0.00485,0.0534,0.00971,0.06796,0.00971,0.06796,0.0,0.04369,1.75,1.83333,1.94444,12.5122,1.53902,6.33333,17.0,0.70414,1.01961,0.75,3.05,1.1,0.54286,0.7,0.42857,0.55,0.79905,0.14707,0.76264,0.0,0.79905,0.14707,0.85622,0.1448,0.8879,0.149,0.09615,0.26923,0.98077,"[4, 3, 4, 4]",119
0.01087,0.08696,0.6413,71.14591,0.3587,1.0,2.37288,8.36364,0.32609,11,11,92,0.15217,0.21739,0.1087,0.04348,0.01087,0.0,0.03261,361896.72881,3.825,4.47164,3725.45455,1.12336,1.12336,2.43491,2.43491,4.75203,5.20532,0.17647,9.3742,929.52624,0.03261,0.77174,0.1413,0.01087,0.05435,0.0,0.07609,0.0,0.06522,0.0,0.01087,6.0,1.375,1.35714,12.0,1.16481,5.81818,14.0,0.88761,1.78788,0.3,1.1,0.0,0.10909,0.4,0.34545,0.2,0.8002,0.13587,0.74376,0.0,0.8002,0.13587,0.83358,0.14635,0.85324,0.1528,0.16949,0.16949,0.55932,"[3, 3, 4, 3]",120
0.03604,0.07207,0.58559,93.03018,0.41441,1.125,2.06154,12.33333,0.27027,8,9,111,0.13514,0.20721,0.11712,0.09009,0.0,0.0,0.01802,1214421.90769,4.0866,4.33648,22606.33333,1.50122,1.50122,1.77756,1.77756,5.19047,5.3139,0.44444,10.84385,507.2401,0.02417,0.55333,0.13514,0.0,0.11712,0.0,0.0,0.0,0.03604,0.0,0.03604,5.0,2.0,2.79167,12.85,1.81152,6.61111,34.0,1.14245,1.41304,0.375,0.875,0.875,0.44444,0.75,0.66667,0.75,0.67908,0.1939,0.55985,0.0,0.66897,0.19754,0.68607,0.20896,0.73021,0.1991,0.18462,0.16923,0.70769,"[3, 3, 4, 3]",121
0.05217,0.06087,0.50435,77.48925,0.49565,1.14286,2.41379,7.1875,0.22609,14,16,115,0.18261,0.16522,0.06087,0.06087,0.0,0.0,0.0,127444.63793,4.39497,4.344,2522.5,2.79057,3.08519,2.81921,3.22044,5.40483,5.3413,0.375,10.97021,540.93318,0.07,0.56625,0.11304,0.0,0.06957,0.0,0.01739,0.0,0.04348,0.0,0.03478,1.33333,4.85714,2.45833,9.88889,1.37698,5.40625,9.9375,0.95888,1.01754,0.33333,2.06667,0.46667,0.45833,0.06667,0.23333,0.06667,0.68205,0.28988,0.64714,0.33744,0.81099,0.11316,0.78387,0.23624,0.82725,0.24763,0.2069,0.58621,0.98276,"[4, 4, 4, 4]",122
0.03435,0.05725,0.5687,84.08541,0.4313,1.0,2.1745,12.47619,0.27863,21,21,262,0.17557,0.19847,0.04198,0.04198,0.0,0.0,0.0,258040.67785,3.44849,3.8707,724.0,0.10019,0.10019,0.76229,0.76229,4.74065,4.9495,0.48718,11.88963,714.97603,0.05356,0.64816,0.10305,0.0,0.04962,0.0,0.03053,0.0,0.04962,0.0,0.0229,3.0,3.15385,2.82609,11.45946,1.60654,6.83333,22.80952,0.79903,1.31858,0.3,0.9,1.0,0.46667,1.1,0.78095,0.85,0.75733,0.08812,0.71924,0.0,0.75733,0.08812,0.82399,0.07831,0.87498,0.07994,0.09396,0.32215,0.75839,"[3, 3, 4, 3]",123
0.02869,0.09426,0.54918,84.19736,0.45082,1.38462,2.29104,6.77778,0.15164,26,36,244,0.19672,0.27459,0.09426,0.05328,0.0,0.0,0.03279,385901.26866,4.73395,4.67125,24975.80645,3.20523,3.14869,3.57026,3.62891,5.48112,5.3979,0.28333,11.73159,721.76902,0.08386,0.69228,0.12705,0.0123,0.06967,0.0,0.03279,0.0,0.02049,0.0,0.02049,4.5,2.22222,2.13333,12.50877,1.23918,5.34722,10.63889,0.0,1.21818,0.11429,0.34286,0.11429,0.1746,0.17143,0.2,0.14286,0.54563,0.29895,0.50519,0.30207,0.70683,0.17409,0.69437,0.28745,0.77446,0.29864,0.24627,0.47015,0.8209,"[4, 3, 5, 4]",124
0.05114,0.07386,0.5767,83.36677,0.4233,1.16667,2.27094,10.05714,0.20739,30,35,352,0.14773,0.24432,0.06818,0.05114,0.00284,0.0,0.0142,231001.58621,4.57388,4.30276,21418.94286,2.97194,2.73637,2.65734,2.52697,5.38907,5.21676,0.48148,12.30838,622.08399,0.05095,0.6847,0.11648,0.01705,0.05682,0.0,0.03409,0.0,0.03125,0.0,0.01989,4.35294,2.56522,2.30159,12.31081,1.44858,6.18571,18.31429,0.78383,1.36242,0.38235,1.67647,0.35294,0.21513,0.38235,0.35126,0.32353,0.71281,0.19848,0.65947,0.21757,0.76603,0.18439,0.79456,0.19272,0.85177,0.20205,0.28571,0.31527,0.73399,"[3, 3, 4, 3]",125
0.0082,0.03279,0.51639,76.22277,0.48361,1.2,2.69841,6.77778,0.2541,15,18,122,0.13115,0.22131,0.06557,0.05738,0.0,0.0,0.0082,164450.61905,4.6746,4.5209,4777.38889,3.82117,3.06056,3.57183,2.86022,5.49711,5.41889,0.07692,10.49709,755.06356,0.06174,0.64217,0.13115,0.0082,0.05738,0.0,0.02459,0.0,0.03279,0.0,0.04098,4.0,3.25,2.06452,12.86957,1.33366,5.86111,9.0,0.6626,1.0678,0.11765,0.35294,0.05882,0.24837,0.17647,0.18954,0.11765,0.58417,0.15796,0.53953,0.23387,0.6194,0.1244,0.68449,0.1545,0.7561,0.15763,0.46032,0.66667,0.93651,"[3, 3, 4, 3]",126
0.02632,0.05263,0.59211,83.21591,0.40789,1.0,2.17037,10.36364,0.27193,22,22,228,0.09211,0.24123,0.04386,0.04386,0.0,0.0,0.0,151680.7037,4.09185,4.16739,563.86364,1.731,1.731,2.15005,2.15005,5.18393,5.22133,0.42222,12.0033,707.38045,0.04868,0.64527,0.14474,0.0,0.04386,0.00439,0.06579,0.00439,0.06579,0.0,0.0307,2.6,2.36364,1.625,12.88889,1.40198,5.79545,18.04545,0.76983,1.45161,0.2381,1.04762,0.61905,0.5671,0.80952,0.74892,0.71429,0.78461,0.13911,0.75204,0.0,0.78461,0.13911,0.8492,0.14346,0.88008,0.14993,0.25926,0.26667,0.68889,"[3, 3, 4, 3]",127
0.04255,0.04255,0.64894,100.72,0.35106,1.0,1.81967,6.71429,0.3617,14,14,94,0.19149,0.20213,0.05319,0.03191,0.01064,0.0,0.01064,149027.52459,3.77879,4.39144,14879.0,2.24336,2.11721,3.03029,2.96164,4.67136,5.06756,0.30769,9.84977,664.63254,0.09574,0.68085,0.08511,0.0,0.03191,0.0,0.03191,0.0,0.04255,0.0,0.02128,0.0,2.25,1.76923,11.64706,1.41953,5.35714,10.28571,1.07762,1.84848,0.92308,3.61538,0.38462,0.30769,0.38462,0.26374,0.23077,0.58099,0.20435,0.54007,0.0,0.58099,0.20435,0.68205,0.20511,0.74776,0.19911,0.08197,0.04918,0.54098,"[3, 3, 4, 3]",128
